group,symbol,size,outer_d_mm,inner_d_mm,thickness_mm,SWD_mm,LWD_mm,unit,length_m,weight,note,列1,列2
軽溝形鋼,LC,3.2×100×50,,,,,,bar,,4.76,,,
,,,,,,,,,,,,,
軽溝形鋼,LC,3.2×120×40,,,,,,bar,,4.76,,,
軽溝形鋼,LC,3.2×150×50,,,,,,bar,,6.02,,,
,,,,,,,,,,,,,
軽溝形鋼,LC,4.5×150×50,,,,,,bar,,8.31,,,
軽溝形鋼,LC,4.5×150×75,,,,,,bar,,10.1,,,
,,,,,,,,,,,,,
軽溝形鋼,LC,3.2×200×50,,,,,,bar,,7.27,,,
軽溝形鋼,LC,4.5×200×50,,,,,,bar,,10.1,,,
,,,,,,,,,,,,,
軽溝形鋼,LC,4.5×200×75,,,,,,bar,,11.8,,,
軽溝形鋼,LC,6.0×200×75,,,,,,bar,,15.6,,,
,,,,,,,,,,,,,
軽溝形鋼,LC,4.0×250×50,,,,,,bar,,10.6,,,
軽溝形鋼,LC,4.5×250×50,,,,,,bar,,11.8,,,
,,,,,,,,,,,,,
軽溝形鋼,LC,4.5×250×75,,,,,,bar,,13.6,,,
軽溝形鋼,LC,6.0×250×75,,,,,,bar,,17.9,,,
,,,,,,,,,,,,,
軽溝形鋼,LC,4.0×300×50,,,,,,bar,,12.1,,,
軽溝形鋼,LC,4.5×300×50,,,,,,bar,,15.4,,,
,,,,,,,,,,,,,
薄鉄板,PL,3×6,,,0.29,,,kg/枚,,3.81,t=0.29mm,,
薄鉄板,PL,3×6,,,0.32,,,kg/枚,,4.2,t=0.32mm,,
薄鉄板,PL,3×6,,,0.35,,,kg/枚,,4.59,t=0.35mm,,
薄鉄板,PL,3×6,,,0.4,,,kg/枚,,5.25,t=0.4mm,,
薄鉄板,PL,3×6,,,0.5,,,kg/枚,,6.56,t=0.5mm,,
薄鉄板,PL,3×6,,,0.6,,,kg/枚,,7.88,t=0.6mm,,
薄鉄板,PL,3×6,,,0.7,,,kg/枚,,9.19,t=0.7mm,,
薄鉄板,PL,3×6,,,0.8,,,kg/枚,,10.5,t=0.8mm,,
薄鉄板,PL,4×8,,,0.8,,,kg/枚,,18.7,t=0.8mm,,
薄鉄板,PL,3×6,,,1,,,kg/枚,,13.1,t=1.0.mm,,
薄鉄板,PL,4×8,,,1,,,kg/枚,,23.3,t=1.0.mm,,
薄鉄板,,,,,,,,,,,,,
薄鉄板,PL,3×6,,,1.2,,,kg/枚,,15.8,t=1.2mm,,
薄鉄板,PL,4×8,,,1.2,,,kg/枚,,28,t=1.2mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,1.6,,,kg/枚,,21,t=1.6mm,,
鋼板,PL,4×8,,,1.6,,,kg/枚,,37.3,t=1.6mm,,
鋼板,PL,5×10,,,1.6,,,kg/枚,,58.3,t=1.6mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,2.3,,,kg/枚,,30.2,t=2.3mm,,
鋼板,PL,4×8,,,2.3,,,kg/枚,,53.7,t=2.3mm,,
鋼板,PL,5×10,,,2.3,,,kg/枚,,83.9,t=2.3mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,3.2,,,kg/枚,,42,t=3.2mm,,
鋼板,PL,4×8,,,3.2,,,kg/枚,,74.7,t=3.2mm,,
鋼板,PL,5×10,,,3.2,,,kg/枚,,117,t=3.2mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,4.5,,,kg/枚,,59.1,t=4.5mm,,
鋼板,PL,4×8,,,4.5,,,kg/枚,,105,t=4.5mm,,
鋼板,PL,5×10,,,4.5,,,kg/枚,,164,t=4.5mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,6,,,kg/枚,,78.8,t=6mm,,
鋼板,PL,4×8,,,6,,,kg/枚,,140,t=6mm,,
鋼板,PL,5×10,,,6,,,kg/枚,,219,t=6mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,9,,,kg/枚,,118,t=9mm,,
鋼板,PL,4×8,,,9,,,kg/枚,,210,t=9mm,,
鋼板,PL,5×10,,,9,,,kg/枚,,328,t=9mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,12,,,kg/枚,,158,t=12mm,,
鋼板,PL,4×8,,,12,,,kg/枚,,280,t=12mm,,
鋼板,PL,5×10,,,12,,,kg/枚,,438,t=12mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,16,,,kg/枚,,210,t=16mm,,
鋼板,PL,4×8,,,16,,,kg/枚,,373,t=16mm,,
鋼板,PL,5×10,,,16,,,kg/枚,,583,t=16mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,19,,,kg/枚,,249,t=19mm,,
鋼板,PL,4×8,,,19,,,kg/枚,,443,t=19mm,,
鋼板,PL,5×10,,,19,,,kg/枚,,693,t=19mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,22,,,kg/枚,,289,t=22mm,,
鋼板,PL,4×8,,,22,,,kg/枚,,513,t=22mm,,
鋼板,PL,5×10,,,22,,,kg/枚,,802,t=22mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,25,,,kg/枚,,328,t=25mm,,
鋼板,PL,4×8,,,25,,,kg/枚,,583,t=25mm,,
鋼板,PL,5×10,,,25,,,kg/枚,,911,t=25mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,28,,,kg/枚,,368,t=28mm,,
鋼板,PL,4×8,,,28,,,kg/枚,,653,t=28mm,,
鋼板,PL,5×10,,,28,,,kg/枚,,1021,t=28mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,32,,,kg/枚,,420,t=32mm,,
鋼板,PL,4×8,,,32,,,kg/枚,,747,t=32mm,,
鋼板,PL,5×10,,,32,,,kg/枚,,1167,t=32mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,36,,,kg/枚,,473,t=36mm,,
鋼板,PL,4×8,,,36,,,kg/枚,,840,t=36mm,,
鋼板,PL,5×10,,,36,,,kg/枚,,1313,t=36mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,38,,,kg/枚,,499,t=38mm,,
鋼板,PL,4×8,,,38,,,kg/枚,,887,t=38mm,,
鋼板,PL,5×10,,,38,,,kg/枚,,4386,t=38mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,45,,,kg/枚,,591,t=45mm,,
鋼板,PL,4×8,,,45,,,kg/枚,,1050,t=45mm,,
鋼板,PL,5×10,,,45,,,kg/枚,,1641,t=45mm,,
,,,,,,,,,,,,,
鋼板,PL,3×6,,,50,,,kg/枚,,656,t=50mm,,
鋼板,PL,4×8,,,50,,,kg/枚,,1167,t=50mm,,
鋼板,PL,5×10,,,50,,,kg/枚,,1823,t=50mm,,
,,,,,,,,,,,,,
薄鉄板,PL,m2,,,0.29,,,kg/m2,,,,,
薄鉄板,PL,m2,,,0.32,,,kg/m2,,,,,
薄鉄板,PL,m2,,,0.35,,,kg/m2,,,,,
薄鉄板,PL,m2,,,0.4,,,kg/m2,,,,,
薄鉄板,PL,m2,,,0.5,,,kg/m2,,,,,
薄鉄板,PL,m2,,,0.6,,,kg/m2,,,,,
薄鉄板,PL,m2,,,0.7,,,kg/m2,,,,,
薄鉄板,PL,m2,,,0.8,,,kg/m2,,,,,
薄鉄板,PL,m2,,,1,,,kg/m2,,,,,
薄鉄板,PL,m2,,,1.2,,,kg/m2,,,,,
鋼板,PL,m2,,,1.6,,,kg/m2,,12.56,,,
鋼板,PL,m2,,,2.3,,,kg/m2,,18.06,,,
鋼板,PL,m2,,,3.2,,,kg/m2,,25.12,,,
鋼板,PL,m2,,,4.5,,,kg/m2,,35.32,,,
鋼板,PL,m2,,,6,,,kg/m2,,47.1,,,
鋼板,PL,m2,,,9,,,kg/m2,,70.65,,,
鋼板,PL,m2,,,12,,,kg/m2,,94.2,,,
鋼板,PL,m2,,,16,,,kg/m2,,125.6,,,
鋼板,PL,m2,,,19,,,kg/m2,,149.2,,,
鋼板,PL,m2,,,22,,,kg/m2,,172.7,,,
鋼板,PL,m2,,,25,,,kg/m2,,196.25,,,
鋼板,PL,m2,,,28,,,kg/m2,,219.8,,,
鋼板,PL,m2,,,32,,,kg/m2,,251.2,,,
鋼板,PL,m2,,,36,,,kg/m2,,282.6,,,
鋼板,PL,m2,,,38,,,kg/m2,,298.3,,,
鋼板,PL,m2,,,45,,,kg/m2,,353.2,,,
鋼板,PL,m2,,,50,,,kg/m2,,392.5,,,
,,,,,,,,,,,,,
縞鋼板,CH,m2,,,2.3,,,kg/m2,,19.76,縞鋼板 ㎡単重（t=2.3）,,
縞鋼板,CH,3×6,,,2.3,,,kg/枚,,33,縞鋼板 3×6（914×1829）t=2.3,,
縞鋼板,CH,4×8,,,2.3,,,kg/枚,,58.7,縞鋼板 4×8（1219×2438）t=2.3,,
,,,,,,,,,,,,,
縞鋼板,CH,m2,,,3.2,,,kg/m2,,26.79,縞鋼板 ㎡単重（t=3.2）,,
縞鋼板,CH,3×6,,,3.2,,,kg/枚,,44.8,縞鋼板 3×6（914×1829）t=3.2,,
縞鋼板,CH,4×8,,,3.2,,,kg/枚,,79.6,縞鋼板 4×8（1219×2438）t=3.2,,
縞鋼板,CH,5×10,,,3.2,,,kg/枚,,124,縞鋼板 5×10（1524×3048）t=3.2,,
,,,,,,,,,,,,,
縞鋼板,CH,m2,,,4.5,,,kg/m2,,36.99,縞鋼板 ㎡単重（t=4.5）,,
縞鋼板,CH,3×6,,,4.5,,,kg/枚,,61.8,縞鋼板 3×6（914×1829）t=4.5,,
縞鋼板,CH,4×8,,,4.5,,,kg/枚,,110,縞鋼板 4×8（1219×2438）t=4.5,,
縞鋼板,CH,5×10,,,4.5,,,kg/枚,,172,縞鋼板 5×10（1524×3048）t=4.5,,
,,,,,,,,,,,,,
縞鋼板,CH,m2,,,6,,,kg/m2,,48.77,縞鋼板 ㎡単重（t=6.0）,,
縞鋼板,CH,3×6,,,6,,,kg/枚,,81.5,縞鋼板 3×6（914×1829）t=6.0,,
縞鋼板,CH,4×8,,,6,,,kg/枚,,145,縞鋼板 4×8（1219×2438）t=6.0,,
縞鋼板,CH,5×10,,,6,,,kg/枚,,227,縞鋼板 5×10（1524×3048）t=6.0,,
,,,,,,,,,,,,,
縞鋼板,CH,m2,,,9,,,kg/m2,,72.32,縞鋼板 ㎡単重（t=9.0）,,
縞鋼板,CH,3×6,,,9,,,kg/枚,,121,縞鋼板 3×6（914×1829）t=9.0,,
縞鋼板,CH,4×8,,,9,,,kg/枚,,215,縞鋼板 4×8（1219×2438）t=9.0,,
縞鋼板,CH,5×10,,,9,,,kg/枚,,336,縞鋼板 5×10（1524×3048）t=9.0,,
,,,,,,,,,,,,,
縞鋼板,CH,m2,,,12,,,kg/m2,,95.87,縞鋼板 ㎡単重（t=12.0）,,
縞鋼板,CH,3×6,,,12,,,kg/枚,,160,縞鋼板 3×6（914×1829）t=12.0,,
縞鋼板,CH,4×8,,,12,,,kg/枚,,285,縞鋼板 4×8（1219×2438）t=12.0,,
縞鋼板,CH,5×10,,,12,,,kg/枚,,445,縞鋼板 5×10（1524×3048）t=12.0,,
,,,,,,,,,,,,,
コラム,STKR,200×200×6,,,,,,bar,6,35.8,STKR400,,
コラム,STKR,200×200×8,,,,,,bar,6,46.9,STKR400,,
コラム,STKR,200×200×9,,,,,,bar,6,52.3,STKR400,,
コラム,STKR,200×200×12,,,,,,bar,6,67.9,STKR400,,
,,,,,,,,,,,,,
コラム,STKR,250×250×6,,,,,,bar,6,45.2,STKR400,,
コラム,STKR,250×250×9,,,,,,bar,6,66.5,STKR400,,
コラム,STKR,250×250×12,,,,,,bar,6,86.8,STKR400,,
コラム,STKR,250×250×16,,,,,,bar,6,112,STKR400,,
,,,,,,,,,,,,,
コラム,STKR,300×300×6,,,,,,bar,6,54.7,STKR400,,
コラム,STKR,300×300×9,,,,,,bar,6,80.6,STKR400,,
コラム,STKR,300×300×12,,,,,,bar,6,106,STKR400,,
コラム,STKR,300×300×16,,,,,,bar,6,138,STKR400,,
コラム,STKR,300×300×19,,,,,,bar,6,160,STKR400,,
,,,,,,,,,,,,,
コラム,STKR,350×350×9,,,,,,bar,6,94.7,STKR400,,
コラム,STKR,350×350×12,,,,,,bar,6,124,STKR400,,
コラム,STKR,350×350×16,,,,,,bar,6,163,STKR400,,
コラム,STKR,350×350×19,,,,,,bar,6,190,STKR400,,
,,,,,,,,,,,,,
コラム,STKR,400×400×9,,,,,,bar,6,109,STKR400,,
コラム,STKR,400×400×12,,,,,,bar,6,143,STKR400,,
コラム,STKR,400×400×16,,,,,,bar,6,188,STKR400,,
コラム,STKR,400×400×19,,,,,,bar,6,220,STKR400,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
一般構造用鋼管(STK),STK,21.7,,,1.9,,,bar,5.5,0.928,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,27.2,,,1.9,,,bar,5.5,1.19,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,27.2,,,2.3,,,bar,5.5,1.41,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,34,,,2.3,,,bar,5.5,1.8,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,42.7,,,2.3,,,bar,5.5,2.29,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,48.6,,,2.3,,,bar,5.5,2.63,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,60.5,,,2.3,,,bar,5.5,3.3,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,76.3,,,2.8,,,bar,5.5,5.08,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,89.1,,,2.8,,,bar,5.5,5.96,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,101.6,,,3.2,,,bar,5.5,7.76,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,114.3,,,3.5,,,bar,5.5,9.56,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,139.8,,,3.5,,,bar,5.5,11.8,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,165.2,,,3.7,,,bar,5.5,14.7,JIS一般構造用鋼管,,
一般構造用鋼管(STK),STK,216.3,,,4.5,,,bar,5.5,23.5,JIS一般構造用鋼管,,
,,,,,,,,,,,,,
角パイプ（長方形）,STKR,1.6×60×30,,,1.6,60,30,bar,6,2.13,一般構造用角形鋼管,,
角パイプ（長方形）,STKR,2.3×60×30,,,2.3,60,30,bar,6,2.98,一般構造用角形鋼管,,
角パイプ（長方形）,STKR,3.2×60×30,,,3.2,60,30,bar,6,3.99,一般構造用角形鋼管,,
,,,,,,,,,,,,,
角パイプ（長方形）,STKR,2.3×75×45,,,2.3,75,45,bar,6,4.06,一般構造用角形鋼管,,
角パイプ（長方形）,STKR,3.2×75×45,,,3.2,75,45,bar,6,5.5,一般構造用角形鋼管,,
,,,,,,,,,,,,,
角パイプ（長方形）,STKR,2.3×100×50,,,2.3,100,50,bar,6,5.14,一般構造用角形鋼管,,
角パイプ（長方形）,STKR,3.2×100×50,,,3.2,100,50,bar,6,7.01,一般構造用角形鋼管,,
,,,,,,,,,,,,,
角パイプ（長方形）,STKR,2.3×125×75,,,2.3,125,75,bar,6,6.95,一般構造用角形鋼管,,
角パイプ（長方形）,STKR,3.2×125×75,,,3.2,125,75,bar,6,9.52,一般構造用角形鋼管,,
,,,,,,,,,,,,,
角パイプ（長方形）,STKR,3.2×150×100,,,3.2,150,100,bar,6,12,一般構造用角形鋼管,,
角パイプ（長方形）,STKR,4.5×150×100,,,4.5,150,100,bar,6,16.6,一般構造用角形鋼管,,
角パイプ（長方形）,STKR,6.0×150×100,,,6,150,100,bar,6,21.7,一般構造用角形鋼管,,
,,,,,,,,,,,,,
角パイプ（長方形）,STKR,4.5×200×100,,,4.5,200,100,bar,6,20.1,一般構造用角形鋼管,,
角パイプ（長方形）,STKR,6.0×200×100,,,6,200,100,bar,6,26.4,一般構造用角形鋼管,,
,,,,,,,,,,,,,
不等辺アングル,L,50×75×6,,,6,,,bar,,5.67,不等辺アングル,,
不等辺アングル,L,75×90×6,,,6,,,bar,,7.56,不等辺アングル,,
不等辺アングル,L,75×90×9,,,9,,,bar,,11,不等辺アングル,,
不等辺アングル,L,75×100×7,,,7,,,bar,,9.32,不等辺アングル,,
不等辺アングル,L,75×100×10,,,10,,,bar,,13,不等辺アングル,,
不等辺アングル,L,75×100×13,,,13,,,bar,,16.5,不等辺アングル,,
不等辺アングル,L,75×125×7,,,7,,,bar,,10.7,不等辺アングル,,
不等辺アングル,L,75×125×10,,,10,,,bar,,14.9,不等辺アングル,,
不等辺アングル,L,75×125×13,,,13,,,bar,,19.1,不等辺アングル,,
不等辺アングル,L,90×125×10,,,10,,,bar,,16.1,不等辺アングル,,
不等辺アングル,L,90×125×13,,,13,,,bar,,20.6,不等辺アングル,,
不等辺アングル,L,90×150×9,,,9,,,bar,,16.4,不等辺アングル,,
不等辺アングル,L,90×150×12,,,12,,,bar,,21.5,不等辺アングル,,
不等辺アングル,L,100×150×9,,,9,,,bar,,17.1,不等辺アングル,,
不等辺アングル,L,100×150×12,,,12,,,bar,,22.4,不等辺アングル,,
不等辺アングル,L,100×150×15,,,15,,,bar,,27.7,不等辺アングル,,
,,,,,,,,,,,,,
レール,R,6kg,,,,,,bar,,5.98,軽レール,,
レール,R,9kg,,,,,,bar,,8.94,軽レール,,
レール,R,10kg,,,,,,bar,,10.1,軽レール,,
レール,R,12kg,,,,,,bar,,12.2,軽レール,,
レール,R,15kg,,,,,,bar,,15.2,軽レール,,
レール,R,22kg,,,,,,bar,,22.3,軽レール,,
レール,R,30kg,,,,,,bar,,30.1,軽レール,,
,,,,,,,,,,,,,
スケジュール管Sch40,Sch,6A,10.5,,1.7,,,bar,5.5,0.369,Sch40,,
スケジュール管Sch40,Sch,8A,13.8,,2.2,,,bar,5.5,0.629,Sch40,,
スケジュール管Sch40,Sch,10A,17.3,,2.3,,,bar,5.5,0.851,Sch40,,
スケジュール管Sch40,Sch,15A,21.7,,2.8,,,bar,5.5,1.31,Sch40,,
スケジュール管Sch40,Sch,20A,27.2,,2.9,,,bar,5.5,1.74,Sch40,,
スケジュール管Sch40,Sch,25A,34,,3.4,,,bar,5.5,2.57,Sch40,,
スケジュール管Sch40,Sch,32A,42.7,,3.6,,,bar,5.5,3.47,Sch40,,
スケジュール管Sch40,Sch,40A,48.6,,3.7,,,bar,5.5,4.1,Sch40,,
スケジュール管Sch40,Sch,50A,60.5,,3.9,,,bar,5.5,5.44,Sch40,,
スケジュール管Sch40,Sch,65A,76.3,,5.2,,,bar,5.5,9.12,Sch40,,
スケジュール管Sch40,Sch,80A,89.1,,5.5,,,bar,5.5,11.3,Sch40,,
スケジュール管Sch40,Sch,90A,101.6,,5.7,,,bar,,13.5,Sch40,,
スケジュール管Sch40,Sch,100A,114.3,,6,,,bar,5.5,16,Sch40,,
スケジュール管Sch40,Sch,125A,139.8,,6.6,,,bar,5.5,21.7,Sch40,,
スケジュール管Sch40,Sch,150A,165.2,,7.1,,,bar,5.5,27.7,Sch40,,
スケジュール管Sch40,Sch,175A,,,ー,,,bar,,ー,Sch40,,
スケジュール管Sch40,Sch,200A,216.3,,8.2,,,bar,5.5,42.1,Sch40,,
スケジュール管Sch40,Sch,250A,267.4,,9.3,,,bar,5.5,59.2,Sch40,,
スケジュール管Sch40,Sch,300A,318.5,,10.3,,,bar,5.5,78.3,Sch40,,
スケジュール管Sch40,Sch,350A,355.6,,11.1,,,bar,5.5,94.3,Sch40,,
スケジュール管Sch40,Sch,400A,406.4,,12.7,,,bar,5.5,123,Sch40,,
,,,,,,,,,,,,,
スケジュール管Sch60,Sch,6A,10.5,,2.2,,,bar,5.5,0.45,Sch60,,
スケジュール管Sch60,Sch,8A,13.8,,2.4,,,bar,5.5,0.675,Sch60,,
スケジュール管Sch60,Sch,10A,17.3,,2.8,,,bar,5.5,1,Sch60,,
スケジュール管Sch60,Sch,15A,21.7,,3.2,,,bar,5.5,1.46,Sch60,,
スケジュール管Sch60,Sch,20A,27.2,,3.4,,,bar,5.5,2,Sch60,,
スケジュール管Sch60,Sch,25A,34,,3.9,,,bar,5.5,2.89,Sch60,,
スケジュール管Sch60,Sch,32A,42.7,,4.5,,,bar,5.5,4.24,Sch60,,
スケジュール管Sch60,Sch,40A,48.6,,4.5,,,bar,5.5,4.89,Sch60,,
スケジュール管Sch60,Sch,50A,60.5,,4.9,,,bar,5.5,6.72,Sch60,,
スケジュール管Sch60,Sch,65A,76.3,,6,,,bar,5.5,10.4,Sch60,,
スケジュール管Sch60,Sch,80A,89.1,,6.6,,,bar,5.5,13.4,Sch60,,
スケジュール管Sch60,Sch,90A,101.6,,7,,,bar,5.5,16.3,Sch60,,
スケジュール管Sch60,Sch,100A,114.3,,7.1,,,bar,5.5,18.8,Sch60,,
スケジュール管Sch60,Sch,125A,139.8,,8.1,,,bar,5.5,26.3,Sch60,,
スケジュール管Sch60,Sch,150A,165.2,,9.3,,,bar,5.5,35.8,Sch60,,
スケジュール管Sch60,Sch,175A,190.7,,ー,,,bar,5.5,ー,Sch60,,
スケジュール管Sch60,Sch,200A,216.3,,10.3,,,bar,5.5,52.3,Sch60,,
スケジュール管Sch60,Sch,250A,267.4,,12.7,,,bar,5.5,79.8,Sch60,,
スケジュール管Sch60,Sch,300A,318.5,,14.3,,,bar,5.5,107,Sch60,,
スケジュール管Sch60,Sch,350A,355.6,,15.1,,,bar,5.5,127,Sch60,,
スケジュール管Sch60,Sch,400A,406.4,,16.7,,,bar,5.5,160,Sch60,,
,,,,,,,,,,,,,
スケジュール管Sch80,Sch,6A,10.5,,2.4,,,bar,5.5,0.479,Sch80,,
スケジュール管Sch80,Sch,8A,13.8,,3,,,bar,5.5,0.799,Sch80,,
スケジュール管Sch80,Sch,10A,17.3,,3.2,,,bar,5.5,1.11,Sch80,,
スケジュール管Sch80,Sch,15A,21.7,,3.7,,,bar,5.5,1.64,Sch80,,
スケジュール管Sch80,Sch,20A,27.2,,3.9,,,bar,5.5,2.24,Sch80,,
スケジュール管Sch80,Sch,25A,34,,4.6,,,bar,5.5,3.27,Sch80,,
スケジュール管Sch80,Sch,32A,42.7,,4.9,,,bar,5.5,4.57,Sch80,,
スケジュール管Sch80,Sch,40A,48.6,,5.1,,,bar,5.5,5.47,Sch80,,
スケジュール管Sch80,Sch,50A,60.5,,5.5,,,bar,5.5,7.46,Sch80,,
スケジュール管Sch80,Sch,65A,76.3,,7,,,bar,5.5,12,Sch80,,
スケジュール管Sch80,Sch,80A,89.1,,7.6,,,bar,5.5,15.3,Sch80,,
スケジュール管Sch80,Sch,90A,101.6,,8.1,,,bar,5.5,18.7,Sch80,,
スケジュール管Sch80,Sch,100A,114.3,,8.6,,,bar,5.5,22.4,Sch80,,
スケジュール管Sch80,Sch,125A,139.8,,9.5,,,bar,5.5,30.5,Sch80,,
スケジュール管Sch80,Sch,150A,165.2,,11,,,bar,5.5,41.8,Sch80,,
スケジュール管Sch80,Sch,175A,190.7,,ー,,,bar,5.5,ー,Sch80,,
スケジュール管Sch80,Sch,200A,216.3,,12.7,,,bar,5.5,63.8,Sch80,,
スケジュール管Sch80,Sch,250A,267.4,,15.1,,,bar,5.5,93.9,Sch80,,
スケジュール管Sch80,Sch,300A,318.5,,17.4,,,bar,5.5,129,Sch80,,
スケジュール管Sch80,Sch,350A,355.6,,19,,,bar,5.5,158,Sch80,,
スケジュール管Sch80,Sch,400A,406.4,,21.4,,,bar,5.5,203,Sch80,,
,,,,,,,,,,,,,
スケジュール管Sch100,Sch,40A,48.6,,6.35,,,bar,5.5,6.64,Sch100,,
スケジュール管Sch100,Sch,50A,60.5,,7.11,,,bar,5.5,8.53,Sch100,,
スケジュール管Sch100,Sch,65A,76.3,,8.18,,,bar,5.5,12.7,Sch100,,
スケジュール管Sch100,Sch,80A,89.1,,8.74,,,bar,5.5,15.3,Sch100,,
スケジュール管Sch100,Sch,100A,114.3,,10.31,,,bar,5.5,22.3,Sch100,,
